region,ruta,nombre,extension,tamano_bytes,tamano_h,tipo_detectado,idioma,serie,volumen,numero,patron,autor_carpeta,autores,formato
AMERICANO,/Volumes/AMERICA/AMERICANO/9-11 Vol 1 Los Artistas Responden (Varios).cbr,9-11 Vol 1 Los Artistas Responden (Varios).cbr,.cbr,93109181,88.8 MB,desconocido,,9-11 Vol 1 Los Artistas Responden,,,solo_nombre,Varios,Varios,volumen
AMERICANO,/Volumes/AMERICA/AMERICANO/Zap El último comix (Varios).cbr,Zap El último comix (Varios).cbr,.cbr,130401434,124.4 MB,desconocido,,Zap El último comix,,,solo_nombre,Varios,Varios,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/A.J. Lieberman/Harvest #01-05 (A.J. Liberman).cbr,Harvest #01-05 (A.J. Liberman).cbr,.cbr,41557181,39.6 MB,desconocido,,Harvest #01-05,,,solo_nombre,A.J. Lieberman,A.J. Liberman,recopilatorio_rango
AMERICANO,/Volumes/AMERICA/AMERICANO/A.J. Lieberman/Term Life (A.J. Lieberman & Nick Thornborrow).cbr,Term Life (A.J. Lieberman & Nick Thornborrow).cbr,.cbr,88123176,84.0 MB,comic_americano,,Term Life,,,solo_nombre,A.J. Lieberman,A.J. Lieberman ; Nick Thornborrow,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Duran/Temporada de brujas (Aaron Duran & Sara Soler)/Temporada de brujas (Aaron Duran & Sara Soler).cbr,Temporada de brujas (Aaron Duran & Sara Soler).cbr,.cbr,146791233,140.0 MB,desconocido,,Temporada de brujas,,,solo_nombre,Aaron Duran,Aaron Duran ; Sara Soler,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Gillespie/Purgatori Vol.1 (Aaron Gillespie & Javier Garcia Miranda)/Purgatori Vol.1 #01 (Aaron Gillespie & Javier Garcia Miranda).cbr,Purgatori Vol.1 #01 (Aaron Gillespie & Javier Garcia Miranda).cbr,.cbr,65598498,62.6 MB,desconocido,,Purgatori Vol.1 #01,,,solo_nombre,Aaron Gillespie,Aaron Gillespie ; Javier Garcia Miranda,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Gillespie/Purgatori Vol.1 (Aaron Gillespie & Javier Garcia Miranda)/Purgatori Vol.1 #02 (Aaron Gillespie & Javier Garcia Miranda).cbr,Purgatori Vol.1 #02 (Aaron Gillespie & Javier Garcia Miranda).cbr,.cbr,56007504,53.4 MB,desconocido,,Purgatori Vol.1 #02,,,solo_nombre,Aaron Gillespie,Aaron Gillespie ; Javier Garcia Miranda,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Gillespie/Purgatori Vol.1 (Aaron Gillespie & Javier Garcia Miranda)/Purgatori Vol.1 #03 (Aaron Gillespie & Javier Garcia Miranda).cbr,Purgatori Vol.1 #03 (Aaron Gillespie & Javier Garcia Miranda).cbr,.cbr,57952507,55.3 MB,desconocido,,Purgatori Vol.1 #03,,,solo_nombre,Aaron Gillespie,Aaron Gillespie ; Javier Garcia Miranda,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Gillespie/Purgatori Vol.1 (Aaron Gillespie & Javier Garcia Miranda)/Purgatori Vol.1 #04 (Aaron Gillespie & Javier Garcia Miranda).cbr,Purgatori Vol.1 #04 (Aaron Gillespie & Javier Garcia Miranda).cbr,.cbr,71504980,68.2 MB,desconocido,,Purgatori Vol.1 #04,,,solo_nombre,Aaron Gillespie,Aaron Gillespie ; Javier Garcia Miranda,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Gillespie/Purgatori Vol.1 (Aaron Gillespie & Javier Garcia Miranda)/Purgatori Vol.1 #05 (Aaron Gillespie & Javier Garcia Miranda).cbr,Purgatori Vol.1 #05 (Aaron Gillespie & Javier Garcia Miranda).cbr,.cbr,54048765,51.5 MB,desconocido,,Purgatori Vol.1 #05,,,solo_nombre,Aaron Gillespie,Aaron Gillespie ; Javier Garcia Miranda,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Reese/Artesania (Aaron Reese & Lema Carril)/Artesania #01 (Aaron Reese & Lema Carril).cbr,Artesania #01 (Aaron Reese & Lema Carril).cbr,.cbr,29022172,27.7 MB,desconocido,,Artesania #01,,,solo_nombre,Aaron Reese,Aaron Reese ; Lema Carril,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Reese/Artesania (Aaron Reese & Lema Carril)/Artesania #02 (Aaron Reese & Lema Carril).cbr,Artesania #02 (Aaron Reese & Lema Carril).cbr,.cbr,34142454,32.6 MB,desconocido,,Artesania #02,,,solo_nombre,Aaron Reese,Aaron Reese ; Lema Carril,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Reese/Artesania (Aaron Reese & Lema Carril)/Artesania #03 (Aaron Reese & Lema Carril).cbr,Artesania #03 (Aaron Reese & Lema Carril).cbr,.cbr,35517452,33.9 MB,desconocido,,Artesania #03,,,solo_nombre,Aaron Reese,Aaron Reese ; Lema Carril,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Reese/Artesania (Aaron Reese & Lema Carril)/Artesania #04 (Aaron Reese & Lema Carril).cbr,Artesania #04 (Aaron Reese & Lema Carril).cbr,.cbr,38800933,37.0 MB,desconocido,,Artesania #04,,,solo_nombre,Aaron Reese,Aaron Reese ; Lema Carril,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Reese/Artesania (Aaron Reese & Lema Carril)/Artesania #05 (Aaron Reese & Lema Carril).cbr,Artesania #05 (Aaron Reese & Lema Carril).cbr,.cbr,43966765,41.9 MB,desconocido,,Artesania #05,,,solo_nombre,Aaron Reese,Aaron Reese ; Lema Carril,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Aaron Williams/North 40 (Aaron Williams & Fiona Staples).cbr,North 40 (Aaron Williams & Fiona Staples).cbr,.cbr,49621217,47.3 MB,desconocido,,North 40,,,solo_nombre,Aaron Williams,Aaron Williams ; Fiona Staples,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Bessie/Educación Qué educación (Adam Bessie & Varios).cbz,Educación Qué educación (Adam Bessie & Varios).cbz,.cbz,78655539,75.0 MB,desconocido,,Educación Qué educación,,,solo_nombre,Adam Bessie,Adam Bessie ; Varios,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/Rough Riders (Adam Glass & Patrick Olliffe)/Rough Riders #01 (Adam Glass & Patrick Olliffe).cbr,Rough Riders #01 (Adam Glass & Patrick Olliffe).cbr,.cbr,39365805,37.5 MB,desconocido,,Rough Riders #01,,,solo_nombre,Adam Glass,Adam Glass ; Patrick Olliffe,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/Rough Riders (Adam Glass & Patrick Olliffe)/Rough Riders #02 (Adam Glass & Patrick Olliffe).cbr,Rough Riders #02 (Adam Glass & Patrick Olliffe).cbr,.cbr,37838997,36.1 MB,desconocido,,Rough Riders #02,,,solo_nombre,Adam Glass,Adam Glass ; Patrick Olliffe,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/Rough Riders (Adam Glass & Patrick Olliffe)/Rough Riders #03 (Adam Glass & Patrick Olliffe).cbr,Rough Riders #03 (Adam Glass & Patrick Olliffe).cbr,.cbr,38960994,37.2 MB,desconocido,,Rough Riders #03,,,solo_nombre,Adam Glass,Adam Glass ; Patrick Olliffe,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/Rough Riders (Adam Glass & Patrick Olliffe)/Rough Riders #04 (Adam Glass & Patrick Olliffe).cbr,Rough Riders #04 (Adam Glass & Patrick Olliffe).cbr,.cbr,38598228,36.8 MB,desconocido,,Rough Riders #04,,,solo_nombre,Adam Glass,Adam Glass ; Patrick Olliffe,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/Rough Riders (Adam Glass & Patrick Olliffe)/Rough Riders #05 (Adam Glass & Patrick Olliffe).cbr,Rough Riders #05 (Adam Glass & Patrick Olliffe).cbr,.cbr,43128339,41.1 MB,desconocido,,Rough Riders #05,,,solo_nombre,Adam Glass,Adam Glass ; Patrick Olliffe,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/Rough Riders (Adam Glass & Patrick Olliffe)/Rough Riders #06 (Adam Glass & Patrick Olliffe).cbr,Rough Riders #06 (Adam Glass & Patrick Olliffe).cbr,.cbr,44552621,42.5 MB,desconocido,,Rough Riders #06,,,solo_nombre,Adam Glass,Adam Glass ; Patrick Olliffe,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/Rough Riders (Adam Glass & Patrick Olliffe)/Rough Riders #07 (Adam Glass & Patrick Olliffe).cbr,Rough Riders #07 (Adam Glass & Patrick Olliffe).cbr,.cbr,51131431,48.8 MB,desconocido,,Rough Riders #07,,,solo_nombre,Adam Glass,Adam Glass ; Patrick Olliffe,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Adam Glass/The Lollipop Kids (Adam Glass, Aidan Glass & Diego Yapur)/The Lollipop Kids #01 (Adam Glass, Aidan Glass & Diego Yapur).cbr","The Lollipop Kids #01 (Adam Glass, Aidan Glass & Diego Yapur).cbr",.cbr,40379978,38.5 MB,desconocido,,The Lollipop Kids #01,,,solo_nombre,Adam Glass,Adam Glass ; Aidan Glass ; Diego Yapur,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Adam Glass/The Lollipop Kids (Adam Glass, Aidan Glass & Diego Yapur)/The Lollipop Kids #02 (Adam Glass, Aidan Glass & Diego Yapur).cbr","The Lollipop Kids #02 (Adam Glass, Aidan Glass & Diego Yapur).cbr",.cbr,42407091,40.4 MB,desconocido,,The Lollipop Kids #02,,,solo_nombre,Adam Glass,Adam Glass ; Aidan Glass ; Diego Yapur,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Adam Glass/The Lollipop Kids (Adam Glass, Aidan Glass & Diego Yapur)/The Lollipop Kids #03 (Adam Glass, Aidan Glass & Diego Yapur).cbr","The Lollipop Kids #03 (Adam Glass, Aidan Glass & Diego Yapur).cbr",.cbr,46166229,44.0 MB,desconocido,,The Lollipop Kids #03,,,solo_nombre,Adam Glass,Adam Glass ; Aidan Glass ; Diego Yapur,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Adam Glass/The Lollipop Kids (Adam Glass, Aidan Glass & Diego Yapur)/The Lollipop Kids #04 (Adam Glass, Aidan Glass & Diego Yapur).cbr","The Lollipop Kids #04 (Adam Glass, Aidan Glass & Diego Yapur).cbr",.cbr,41940220,40.0 MB,desconocido,,The Lollipop Kids #04,,,solo_nombre,Adam Glass,Adam Glass ; Aidan Glass ; Diego Yapur,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Adam Glass/The Lollipop Kids (Adam Glass, Aidan Glass & Diego Yapur)/The Lollipop Kids #05 (Adam Glass, Aidan Glass & Diego Yapur).cbr","The Lollipop Kids #05 (Adam Glass, Aidan Glass & Diego Yapur).cbr",.cbr,39887510,38.0 MB,desconocido,,The Lollipop Kids #05,,,solo_nombre,Adam Glass,Adam Glass ; Aidan Glass ; Diego Yapur,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Glass/The Normals (Adam Glass & Dennis Calero)/The Normals #01-06 (Adam Glass & Dennis Calero).cbr,The Normals #01-06 (Adam Glass & Dennis Calero).cbr,.cbr,97846659,93.3 MB,desconocido,,The Normals #01-06,,,solo_nombre,Adam Glass,Adam Glass ; Dennis Calero,recopilatorio_rango
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Hughes/Betty & Veronica (Adam Hughes)/Betty & Veronica #01 (Adam Hughes).cbr,Betty & Veronica #01 (Adam Hughes).cbr,.cbr,42984823,41.0 MB,desconocido,,Betty & Veronica #01,,,solo_nombre,Adam Hughes,Adam Hughes,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Hughes/Betty & Veronica (Adam Hughes)/Betty & Veronica #02 (Adam Hughes).cbr,Betty & Veronica #02 (Adam Hughes).cbr,.cbr,55569791,53.0 MB,desconocido,,Betty & Veronica #02,,,solo_nombre,Adam Hughes,Adam Hughes,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam T. Bailey/The Driven Blood (Adam T. Bailey & Cecilia Latella).cbr,The Driven Blood (Adam T. Bailey & Cecilia Latella).cbr,.cbr,96272205,91.8 MB,desconocido,,The Driven Blood,,,solo_nombre,Adam T. Bailey,Adam T. Bailey ; Cecilia Latella,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Warren/Bubblegum Crisis Demencia Mortal #01-04 (Adam Warren).cbr,Bubblegum Crisis Demencia Mortal #01-04 (Adam Warren).cbr,.cbr,51759043,49.4 MB,desconocido,,Bubblegum Crisis Demencia Mortal #01-04,,,solo_nombre,Adam Warren,Adam Warren,recopilatorio_rango
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Warren/The Dirty Pair Situacion Critica (Adam Warren)/The Dirty Pair Situacion Critica #01-03 (Adam Warren).cbr,The Dirty Pair Situacion Critica #01-03 (Adam Warren).cbr,.cbr,58840472,56.1 MB,desconocido,,The Dirty Pair Situacion Critica #01-03,,,solo_nombre,Adam Warren,Adam Warren,recopilatorio_rango
AMERICANO,/Volumes/AMERICA/AMERICANO/Adam Warren/The Dirty Pair Situacion Critica (Adam Warren)/The Dirty Pair Situacion Critica #03-05 (Adam Warren).cbr,The Dirty Pair Situacion Critica #03-05 (Adam Warren).cbr,.cbr,58075992,55.4 MB,desconocido,,The Dirty Pair Situacion Critica #03-05,,,solo_nombre,Adam Warren,Adam Warren,recopilatorio_rango
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Defectos [Shortcomings] (Adrian Tomine)/Defectos [Shortcomings] #01 (Adrian Tomine).cbr,Defectos [Shortcomings] #01 (Adrian Tomine).cbr,.cbr,12991108,12.4 MB,desconocido,,Defectos,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Defectos [Shortcomings] (Adrian Tomine)/Defectos [Shortcomings] #02 (Adrian Tomine).cbr,Defectos [Shortcomings] #02 (Adrian Tomine).cbr,.cbr,8096551,7.7 MB,desconocido,,Defectos,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Defectos [Shortcomings] (Adrian Tomine)/Defectos [Shortcomings] #03 (Adrian Tomine).cbr,Defectos [Shortcomings] #03 (Adrian Tomine).cbr,.cbr,18480649,17.6 MB,desconocido,,Defectos,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Escenas de un matrimonio inminente (Adrian Tomine)/Escenas de un matrimonio inminente (Adrian Tomine).cbr,Escenas de un matrimonio inminente (Adrian Tomine).cbr,.cbr,32014879,30.5 MB,desconocido,,Escenas de un matrimonio inminente,,,solo_nombre,Adrian Tomine,Adrian Tomine,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Intrusos (Adrian Tomine)/Intrusos (Adrian Tomine).cbr,Intrusos (Adrian Tomine).cbr,.cbr,82075105,78.3 MB,desconocido,,Intrusos,,,solo_nombre,Adrian Tomine,Adrian Tomine,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/La soledad del dibujante (Adrian Tomine)/La soledad del dibujante (Adrian Tomine).cbr,La soledad del dibujante (Adrian Tomine).cbr,.cbr,75560091,72.1 MB,desconocido,,La soledad del dibujante,,,solo_nombre,Adrian Tomine,Adrian Tomine,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Rubia de verano (Adrian Tomine)/Rubia de verano (Adrian Tomine).cbr,Rubia de verano (Adrian Tomine).cbr,.cbr,93636053,89.3 MB,desconocido,,Rubia de verano,,,solo_nombre,Adrian Tomine,Adrian Tomine,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Sonambulo y Otras Historias (Adrian Tomine)/Sonambulo y Otras Historias #01 (Adrian Tomine).cbz,Sonambulo y Otras Historias #01 (Adrian Tomine).cbz,.cbz,19428922,18.5 MB,desconocido,,Sonambulo y Otras Historias #01,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Sonambulo y Otras Historias (Adrian Tomine)/Sonambulo y Otras Historias #02 (Adrian Tomine).cbz,Sonambulo y Otras Historias #02 (Adrian Tomine).cbz,.cbz,20896249,19.9 MB,desconocido,,Sonambulo y Otras Historias #02,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Sonambulo y Otras Historias (Adrian Tomine)/Sonambulo y Otras Historias #03 (Adrian Tomine).cbz,Sonambulo y Otras Historias #03 (Adrian Tomine).cbz,.cbz,22890497,21.8 MB,desconocido,,Sonambulo y Otras Historias #03,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Sonambulo y Otras Historias (Adrian Tomine)/Sonambulo y Otras Historias #04 (Adrian Tomine).cbz,Sonambulo y Otras Historias #04 (Adrian Tomine).cbz,.cbz,21199991,20.2 MB,desconocido,,Sonambulo y Otras Historias #04,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tomine/Sonambulo y Otras Historias (Adrian Tomine)/Sonambulo y Otras Historias #05 (Adrian Tomine).cbz,Sonambulo y Otras Historias #05 (Adrian Tomine).cbz,.cbz,25207829,24.0 MB,desconocido,,Sonambulo y Otras Historias #05,,,solo_nombre,Adrian Tomine,Adrian Tomine,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #01 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #01 (Adrian Tsang & Pat Lee).cbz,.cbz,5412221,5.2 MB,desconocido,,DarkMinds Vol.1 #01,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #02 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #02 (Adrian Tsang & Pat Lee).cbz,.cbz,4403150,4.2 MB,desconocido,,DarkMinds Vol.1 #02,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #03 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #03 (Adrian Tsang & Pat Lee).cbz,.cbz,4065313,3.9 MB,desconocido,,DarkMinds Vol.1 #03,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #04 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #04 (Adrian Tsang & Pat Lee).cbz,.cbz,4590676,4.4 MB,desconocido,,DarkMinds Vol.1 #04,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #05 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #05 (Adrian Tsang & Pat Lee).cbz,.cbz,3980350,3.8 MB,desconocido,,DarkMinds Vol.1 #05,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #06 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #06 (Adrian Tsang & Pat Lee).cbz,.cbz,3652341,3.5 MB,desconocido,,DarkMinds Vol.1 #06,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #07 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #07 (Adrian Tsang & Pat Lee).cbz,.cbz,3867802,3.7 MB,desconocido,,DarkMinds Vol.1 #07,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.1 (Adrian Tsang & Pat Lee)/DarkMinds Vol.1 #08 (Adrian Tsang & Pat Lee).cbz,DarkMinds Vol.1 #08 (Adrian Tsang & Pat Lee).cbz,.cbz,4518303,4.3 MB,desconocido,,DarkMinds Vol.1 #08,,,solo_nombre,Adrian Tsang,Adrian Tsang ; Pat Lee,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #01 (Hen Siu Chong & Omar Dogan).cbz,DarkMinds Vol.2 #01 (Hen Siu Chong & Omar Dogan).cbz,.cbz,9506457,9.1 MB,desconocido,,DarkMinds Vol.2 #01,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #02 (Hen Siu Chong & Omar Dogan).cbz,DarkMinds Vol.2 #02 (Hen Siu Chong & Omar Dogan).cbz,.cbz,9639046,9.2 MB,desconocido,,DarkMinds Vol.2 #02,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #03 (Hen Siu Chong & Omar Dogan).cbz,DarkMinds Vol.2 #03 (Hen Siu Chong & Omar Dogan).cbz,.cbz,8544826,8.1 MB,desconocido,,DarkMinds Vol.2 #03,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #04 (Hen Siu Chong & Omar Dogan).cbr,DarkMinds Vol.2 #04 (Hen Siu Chong & Omar Dogan).cbr,.cbr,6338384,6.0 MB,desconocido,,DarkMinds Vol.2 #04,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #05 (Hen Siu Chong & Omar Dogan).cbr,DarkMinds Vol.2 #05 (Hen Siu Chong & Omar Dogan).cbr,.cbr,5270774,5.0 MB,desconocido,,DarkMinds Vol.2 #05,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #06 (Hen Siu Chong & Omar Dogan).cbr,DarkMinds Vol.2 #06 (Hen Siu Chong & Omar Dogan).cbr,.cbr,4247936,4.1 MB,desconocido,,DarkMinds Vol.2 #06,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #07 (Hen Siu Chong & Omar Dogan).cbr,DarkMinds Vol.2 #07 (Hen Siu Chong & Omar Dogan).cbr,.cbr,5135464,4.9 MB,desconocido,,DarkMinds Vol.2 #07,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #08 (Hen Siu Chong & Omar Dogan).cbr,DarkMinds Vol.2 #08 (Hen Siu Chong & Omar Dogan).cbr,.cbr,4605754,4.4 MB,desconocido,,DarkMinds Vol.2 #08,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #09 (Hen Siu Chong & Omar Dogan).cbr,DarkMinds Vol.2 #09 (Hen Siu Chong & Omar Dogan).cbr,.cbr,4377116,4.2 MB,desconocido,,DarkMinds Vol.2 #09,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Adrian Tsang/DarkMinds (Adrian Tsang & Varios)/DarkMinds Vol.2 (Hen Siu Chong & Omar Dogan)/DarkMinds Vol.2 #10 (Hen Siu Chong & Omar Dogan).cbr,DarkMinds Vol.2 #10 (Hen Siu Chong & Omar Dogan).cbr,.cbr,4858038,4.6 MB,desconocido,,DarkMinds Vol.2 #10,,,solo_nombre,Adrian Tsang,Hen Siu Chong ; Omar Dogan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Al Capp/Li'l Abner (Al Capp)/Li'l Abner #01 (Al Capp).cbr,Li'l Abner #01 (Al Capp).cbr,.cbr,28772129,27.4 MB,desconocido,,Li'l Abner #01,,,solo_nombre,Al Capp,Al Capp,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Al Capp/Li'l Abner (Al Capp)/Li'l Abner #02 (Al Capp).cbr,Li'l Abner #02 (Al Capp).cbr,.cbr,18853693,18.0 MB,desconocido,,Li'l Abner #02,,,solo_nombre,Al Capp,Al Capp,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Al Capp/Li'l Abner (Al Capp)/Li'l Abner #03 (Al Capp).cbr,Li'l Abner #03 (Al Capp).cbr,.cbr,17095327,16.3 MB,desconocido,,Li'l Abner #03,,,solo_nombre,Al Capp,Al Capp,numero_suelto
