region,ruta,nombre,extension,tamano_bytes,tamano_h,tipo_detectado,idioma,serie,volumen,numero,patron,autor_carpeta,autores,formato
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Dawnrunner (Ram V & Evan Cagle)/Dawnrunner #03 (Ram V & Evan Cagle).cbz,Dawnrunner #03 (Ram V & Evan Cagle).cbz,.cbz,53043542,50.6 MB,desconocido,,Dawnrunner #03,,,solo_nombre,Ram V,Ram V ; Evan Cagle,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Dawnrunner (Ram V & Evan Cagle)/Dawnrunner #04 (Ram V & Evan Cagle).cbz,Dawnrunner #04 (Ram V & Evan Cagle).cbz,.cbz,38099975,36.3 MB,desconocido,,Dawnrunner #04,,,solo_nombre,Ram V,Ram V ; Evan Cagle,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Dawnrunner (Ram V & Evan Cagle)/Dawnrunner #05 (Ram V & Evan Cagle).cbz,Dawnrunner #05 (Ram V & Evan Cagle).cbz,.cbz,49800552,47.5 MB,desconocido,,Dawnrunner #05,,,solo_nombre,Ram V,Ram V ; Evan Cagle,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Ram V/La Mano y los Seis Dedos (Ram V, Dan Watters, Laurence Campbell & Sumit Kumar)/La Mano #01-05 y los Seis Dedos #01-05 (Ram V, Dan Watters, Laurence Campbell & Sumit Kumar).cbr","La Mano #01-05 y los Seis Dedos #01-05 (Ram V, Dan Watters, Laurence Campbell & Sumit Kumar).cbr",.cbr,1052333633,1003.6 MB,desconocido,,La Mano #01-05 y los Seis Dedos #01-05,,,solo_nombre,Ram V,Ram V ; Dan Watters ; Laurence Campbell ; Sumit Kumar,recopilatorio_rango
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Las Muchas Muertes de Laila Starr (Ram V & Filipe Andrade)/Las Muchas Muertes de Laila Starr #01-05 (Ram V & Filipe Andrade).cbr,Las Muchas Muertes de Laila Starr #01-05 (Ram V & Filipe Andrade).cbr,.cbr,286066748,272.8 MB,desconocido,,Las Muchas Muertes de Laila Starr #01-05,,,solo_nombre,Ram V,Ram V ; Filipe Andrade,recopilatorio_rango
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Paradiso (Ram V & Devmalya Pramanik) [8]/Paradiso #01 (Ram V & Devmalya Pramanik).cbr,Paradiso #01 (Ram V & Devmalya Pramanik).cbr,.cbr,73845770,70.4 MB,desconocido,,Paradiso #01,,,solo_nombre,Ram V,Ram V ; Devmalya Pramanik,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Radio Apocalypse (Ram V & Anand Radhakrishnan)/Radio Apocalypse #01 (Ram V & Anand Radhakrishnan).cbr,Radio Apocalypse #01 (Ram V & Anand Radhakrishnan).cbr,.cbr,56823535,54.2 MB,desconocido,,Radio Apocalypse #01,,,solo_nombre,Ram V,Ram V ; Anand Radhakrishnan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Radio Apocalypse (Ram V & Anand Radhakrishnan)/Radio Apocalypse #02 (Ram V & Anand Radhakrishnan).cbr,Radio Apocalypse #02 (Ram V & Anand Radhakrishnan).cbr,.cbr,40515460,38.6 MB,desconocido,,Radio Apocalypse #02,,,solo_nombre,Ram V,Ram V ; Anand Radhakrishnan,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Sabores Raros (Ram V & Filipe Andrade)/Sabores Raros #01 (Ram V & Filipe Andrade).cbr,Sabores Raros #01 (Ram V & Filipe Andrade).cbr,.cbr,35002280,33.4 MB,desconocido,,Sabores Raros #01,,,solo_nombre,Ram V,Ram V ; Filipe Andrade,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Sabores Raros (Ram V & Filipe Andrade)/Sabores Raros #02 (Ram V & Filipe Andrade).cbr,Sabores Raros #02 (Ram V & Filipe Andrade).cbr,.cbr,32492491,31.0 MB,desconocido,,Sabores Raros #02,,,solo_nombre,Ram V,Ram V ; Filipe Andrade,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Sabores Raros (Ram V & Filipe Andrade)/Sabores Raros #03 (Ram V & Filipe Andrade).cbr,Sabores Raros #03 (Ram V & Filipe Andrade).cbr,.cbr,30761488,29.3 MB,desconocido,,Sabores Raros #03,,,solo_nombre,Ram V,Ram V ; Filipe Andrade,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Sabores Raros (Ram V & Filipe Andrade)/Sabores Raros #04 (Ram V & Filipe Andrade).cbr,Sabores Raros #04 (Ram V & Filipe Andrade).cbr,.cbr,32682504,31.2 MB,desconocido,,Sabores Raros #04,,,solo_nombre,Ram V,Ram V ; Filipe Andrade,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Sabores Raros (Ram V & Filipe Andrade)/Sabores Raros #05 (Ram V & Filipe Andrade).cbr,Sabores Raros #05 (Ram V & Filipe Andrade).cbr,.cbr,31150230,29.7 MB,desconocido,,Sabores Raros #05,,,solo_nombre,Ram V,Ram V ; Filipe Andrade,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ram V/Sabores Raros (Ram V & Filipe Andrade)/Sabores Raros #06 (Ram V & Filipe Andrade).cbr,Sabores Raros #06 (Ram V & Filipe Andrade).cbr,.cbr,59358630,56.6 MB,desconocido,,Sabores Raros #06,,,solo_nombre,Ram V,Ram V ; Filipe Andrade,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ramon K. Perez/Jim Henson Cuento de arena (Ramon K. Perez).cbz,Jim Henson Cuento de arena (Ramon K. Perez).cbz,.cbz,146821259,140.0 MB,desconocido,,Jim Henson Cuento de arena,,,solo_nombre,Ramon K. Perez,Ramon K. Perez,obra_completa
AMERICANO,"/Volumes/AMERICA/AMERICANO/Randy Lofficier/Tongue-Lash (Randy Lofficier, Jean-Marc Lofficier & Dave Taylor)/Tongue-Lash #01 (Randy Lofficier, Jean-Marc Lofficier & Dave Taylor).cbr","Tongue-Lash #01 (Randy Lofficier, Jean-Marc Lofficier & Dave Taylor).cbr",.cbr,14201922,13.5 MB,desconocido,,Tongue-Lash #01,,,solo_nombre,Randy Lofficier,Randy Lofficier ; Jean-Marc Lofficier ; Dave Taylor,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Randy Lofficier/Tongue-Lash (Randy Lofficier, Jean-Marc Lofficier & Dave Taylor)/Tongue-Lash #02 (Randy Lofficier, Jean-Marc Lofficier & Dave Taylor).cbr","Tongue-Lash #02 (Randy Lofficier, Jean-Marc Lofficier & Dave Taylor).cbr",.cbr,13402679,12.8 MB,desconocido,,Tongue-Lash #02,,,solo_nombre,Randy Lofficier,Randy Lofficier ; Jean-Marc Lofficier ; Dave Taylor,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/DarkChylde #00 (Randy Queen).cbr,DarkChylde #00 (Randy Queen).cbr,.cbr,13674713,13.0 MB,desconocido,,DarkChylde #00,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/DarkChylde #01 (Randy Queen).cbr,DarkChylde #01 (Randy Queen).cbr,.cbr,12642485,12.1 MB,desconocido,,DarkChylde #01,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/DarkChylde #02 (Randy Queen).cbr,DarkChylde #02 (Randy Queen).cbr,.cbr,10856882,10.4 MB,desconocido,,DarkChylde #02,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/DarkChylde #03 (Randy Queen).cbr,DarkChylde #03 (Randy Queen).cbr,.cbr,10129113,9.7 MB,desconocido,,DarkChylde #03,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/DarkChylde #04 (Randy Queen).cbr,DarkChylde #04 (Randy Queen).cbr,.cbr,12188806,11.6 MB,desconocido,,DarkChylde #04,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/DarkChylde #05 (Randy Queen).cbr,DarkChylde #05 (Randy Queen).cbr,.cbr,13540546,12.9 MB,desconocido,,DarkChylde #05,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/DarkChylde #1:2 (Randy Queen).cbr,DarkChylde #1:2 (Randy Queen).cbr,.cbr,9591333,9.1 MB,desconocido,,DarkChylde #1:2,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/Darkchylde The Legacy #01 (Randy Queen).cbr,Darkchylde The Legacy #01 (Randy Queen).cbr,.cbr,14214379,13.6 MB,desconocido,,Darkchylde The Legacy #01,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Randy Queen/Darkchylde (Randy Queen)/Darkchylde The Legacy #02 (Randy Queen).cbr,Darkchylde The Legacy #02 (Randy Queen).cbr,.cbr,15203750,14.5 MB,desconocido,,Darkchylde The Legacy #02,,,solo_nombre,Randy Queen,Randy Queen,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raquel J. Palacio/Pajaro Blanco (Raquel J. Palacio)/Pajaro Blanco (Raquel J. Palacio).cbr,Pajaro Blanco (Raquel J. Palacio).cbr,.cbr,122368534,116.7 MB,desconocido,,Pajaro Blanco,,,solo_nombre,Raquel J. Palacio,Raquel J. Palacio,obra_completa
AMERICANO,"/Volumes/AMERICA/AMERICANO/Rashida Jones/Frenemy of the State (Rashida Jones, Christina Weir, Nunzio DeFilippis & Jeff Wamester) [5]/Frenemy of the State #01 (Rashida Jones, Christina Weir, Nunzio DeFilippis & Jeff Wamester).cbr","Frenemy of the State #01 (Rashida Jones, Christina Weir, Nunzio DeFilippis & Jeff Wamester).cbr",.cbr,20437938,19.5 MB,desconocido,,Frenemy of the State #01,,,solo_nombre,Rashida Jones,Rashida Jones ; Christina Weir ; Nunzio DeFilippis ; Jeff Wamester,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly (Raven Gregory & Eric J)/Fly #01 (Raven Gregory & Eric J).cbr,Fly #01 (Raven Gregory & Eric J).cbr,.cbr,15836373,15.1 MB,desconocido,,Fly #01,,,solo_nombre,Raven Gregory,Raven Gregory ; Eric J,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly (Raven Gregory & Eric J)/Fly #02 (Raven Gregory & Eric J).cbr,Fly #02 (Raven Gregory & Eric J).cbr,.cbr,20752100,19.8 MB,desconocido,,Fly #02,,,solo_nombre,Raven Gregory,Raven Gregory ; Eric J,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly (Raven Gregory & Eric J)/Fly #03 (Raven Gregory & Eric J).cbr,Fly #03 (Raven Gregory & Eric J).cbr,.cbr,21355576,20.4 MB,desconocido,,Fly #03,,,solo_nombre,Raven Gregory,Raven Gregory ; Eric J,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly (Raven Gregory & Eric J)/Fly #04 (Raven Gregory & Eric J).cbr,Fly #04 (Raven Gregory & Eric J).cbr,.cbr,20089288,19.2 MB,desconocido,,Fly #04,,,solo_nombre,Raven Gregory,Raven Gregory ; Eric J,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly (Raven Gregory & Eric J)/Fly #05 (Raven Gregory & Eric J).cbr,Fly #05 (Raven Gregory & Eric J).cbr,.cbr,24440148,23.3 MB,desconocido,,Fly #05,,,solo_nombre,Raven Gregory,Raven Gregory ; Eric J,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly The Fall (Raven Gregory & Robert Gill)/Fly The Fall #01 (Raven Gregory & Robert Gill).cbr,Fly The Fall #01 (Raven Gregory & Robert Gill).cbr,.cbr,14342694,13.7 MB,desconocido,,Fly The Fall #01,,,solo_nombre,Raven Gregory,Raven Gregory ; Robert Gill,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly The Fall (Raven Gregory & Robert Gill)/Fly The Fall #02 (Raven Gregory & Robert Gill).cbr,Fly The Fall #02 (Raven Gregory & Robert Gill).cbr,.cbr,13544563,12.9 MB,desconocido,,Fly The Fall #02,,,solo_nombre,Raven Gregory,Raven Gregory ; Robert Gill,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly The Fall (Raven Gregory & Robert Gill)/Fly The Fall #03 (Raven Gregory & Robert Gill).cbr,Fly The Fall #03 (Raven Gregory & Robert Gill).cbr,.cbr,14815828,14.1 MB,desconocido,,Fly The Fall #03,,,solo_nombre,Raven Gregory,Raven Gregory ; Robert Gill,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly The Fall (Raven Gregory & Robert Gill)/Fly The Fall #04 (Raven Gregory & Robert Gill).cbr,Fly The Fall #04 (Raven Gregory & Robert Gill).cbr,.cbr,18742591,17.9 MB,desconocido,,Fly The Fall #04,,,solo_nombre,Raven Gregory,Raven Gregory ; Robert Gill,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/Fly The Fall (Raven Gregory & Robert Gill)/Fly The Fall #05 (Raven Gregory & Robert Gill).cbr,Fly The Fall #05 (Raven Gregory & Robert Gill).cbr,.cbr,15747561,15.0 MB,desconocido,,Fly The Fall #05,,,solo_nombre,Raven Gregory,Raven Gregory ; Robert Gill,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking (Raven Gregory & Vic Drujiniu)/The Waking #01 (Raven Gregory & Vic Drujiniu).cbr,The Waking #01 (Raven Gregory & Vic Drujiniu).cbr,.cbr,21155995,20.2 MB,desconocido,,The Waking #01,,,solo_nombre,Raven Gregory,Raven Gregory ; Vic Drujiniu,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking (Raven Gregory & Vic Drujiniu)/The Waking #02 (Raven Gregory & Vic Drujiniu).cbr,The Waking #02 (Raven Gregory & Vic Drujiniu).cbr,.cbr,20654784,19.7 MB,desconocido,,The Waking #02,,,solo_nombre,Raven Gregory,Raven Gregory ; Vic Drujiniu,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking (Raven Gregory & Vic Drujiniu)/The Waking #03 (Raven Gregory & Vic Drujiniu).cbr,The Waking #03 (Raven Gregory & Vic Drujiniu).cbr,.cbr,19727315,18.8 MB,desconocido,,The Waking #03,,,solo_nombre,Raven Gregory,Raven Gregory ; Vic Drujiniu,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking (Raven Gregory & Vic Drujiniu)/The Waking #04 (Raven Gregory & Vic Drujiniu).cbr,The Waking #04 (Raven Gregory & Vic Drujiniu).cbr,.cbr,16916045,16.1 MB,desconocido,,The Waking #04,,,solo_nombre,Raven Gregory,Raven Gregory ; Vic Drujiniu,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking (Raven Gregory & Vic Drujiniu)/The Waking Sketches.cbr,The Waking Sketches.cbr,.cbr,1135327,1.1 MB,desconocido,,The Waking Sketches,,,solo_nombre,Raven Gregory,Raven Gregory,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking Dreams End (Raven Gregory & Novo Malgapo)/The Waking Dreams End #01 (Raven Gregory & Novo Malgapo).cbr,The Waking Dreams End #01 (Raven Gregory & Novo Malgapo).cbr,.cbr,24266029,23.1 MB,desconocido,,The Waking Dreams End #01,,,solo_nombre,Raven Gregory,Raven Gregory ; Novo Malgapo,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking Dreams End (Raven Gregory & Novo Malgapo)/The Waking Dreams End #02 (Raven Gregory & Novo Malgapo).cbr,The Waking Dreams End #02 (Raven Gregory & Novo Malgapo).cbr,.cbr,12368666,11.8 MB,desconocido,,The Waking Dreams End #02,,,solo_nombre,Raven Gregory,Raven Gregory ; Novo Malgapo,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking Dreams End (Raven Gregory & Novo Malgapo)/The Waking Dreams End #03 (Raven Gregory & Novo Malgapo).cbr,The Waking Dreams End #03 (Raven Gregory & Novo Malgapo).cbr,.cbr,17044843,16.3 MB,desconocido,,The Waking Dreams End #03,,,solo_nombre,Raven Gregory,Raven Gregory ; Novo Malgapo,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Raven Gregory/The Waking Dreams End (Raven Gregory & Novo Malgapo)/The Waking Dreams End #04 (Raven Gregory, Elias Martins & Juanan Ramirez).cbr","The Waking Dreams End #04 (Raven Gregory, Elias Martins & Juanan Ramirez).cbr",.cbr,14838961,14.2 MB,desconocido,,The Waking Dreams End #04,,,solo_nombre,Raven Gregory,Raven Gregory ; Elias Martins ; Juanan Ramirez,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ray Fawkes/Blue Palo Verde (Ray Fawkes & Rimanti)/Blue Palo Verde #01 (Ray Fawkes & Rimanti).cbr,Blue Palo Verde #01 (Ray Fawkes & Rimanti).cbr,.cbr,40799949,38.9 MB,desconocido,,Blue Palo Verde #01,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Rimanti,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ray Fawkes/Blue Palo Verde (Ray Fawkes & Rimanti)/Blue Palo Verde #02 (Ray Fawkes & Rimanti).cbr,Blue Palo Verde #02 (Ray Fawkes & Rimanti).cbr,.cbr,30736122,29.3 MB,desconocido,,Blue Palo Verde #02,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Rimanti,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ray Fawkes/Blue Palo Verde (Ray Fawkes & Rimanti)/Blue Palo Verde #03 (Ray Fawkes & Rimanti).cbr,Blue Palo Verde #03 (Ray Fawkes & Rimanti).cbr,.cbr,41570941,39.6 MB,desconocido,,Blue Palo Verde #03,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Rimanti,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ray Fawkes/Blue Palo Verde (Ray Fawkes & Rimanti)/Blue Palo Verde #04 (Ray Fawkes & Rimanti).cbr,Blue Palo Verde #04 (Ray Fawkes & Rimanti).cbr,.cbr,51766749,49.4 MB,desconocido,,Blue Palo Verde #04,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Rimanti,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ray Fawkes/Blue Palo Verde (Ray Fawkes & Rimanti)/Blue Palo Verde #05 (Ray Fawkes & Rimanti).cbr,Blue Palo Verde #05 (Ray Fawkes & Rimanti).cbr,.cbr,35895974,34.2 MB,desconocido,,Blue Palo Verde #05,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Rimanti,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Ray Fawkes/Jackpot! (Ray Fawkes, Marco Failla & Georges Duarte)/Jackpot! #01 (Ray Fawkes & Marco Failla).cbr",Jackpot! #01 (Ray Fawkes & Marco Failla).cbr,.cbr,29016095,27.7 MB,desconocido,,Jackpot! #01,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Marco Failla,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Ray Fawkes/Jackpot! (Ray Fawkes, Marco Failla & Georges Duarte)/Jackpot! #02 (Ray Fawkes & Marco Failla).cbr",Jackpot! #02 (Ray Fawkes & Marco Failla).cbr,.cbr,28417814,27.1 MB,desconocido,,Jackpot! #02,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Marco Failla,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Ray Fawkes/Jackpot! (Ray Fawkes, Marco Failla & Georges Duarte)/Jackpot! #03 (Ray Fawkes & Marco Failla).cbr",Jackpot! #03 (Ray Fawkes & Marco Failla).cbr,.cbr,32334985,30.8 MB,desconocido,,Jackpot! #03,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Marco Failla,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Ray Fawkes/Jackpot! (Ray Fawkes, Marco Failla & Georges Duarte)/Jackpot! #04 (Ray Fawkes & Georges Duarte).cbr",Jackpot! #04 (Ray Fawkes & Georges Duarte).cbr,.cbr,38158106,36.4 MB,desconocido,,Jackpot! #04,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Georges Duarte,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Ray Fawkes/Jackpot! (Ray Fawkes, Marco Failla & Georges Duarte)/Jackpot! #05 (Ray Fawkes & Georges Duarte).cbr",Jackpot! #05 (Ray Fawkes & Georges Duarte).cbr,.cbr,37700448,36.0 MB,desconocido,,Jackpot! #05,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Georges Duarte,numero_suelto
AMERICANO,"/Volumes/AMERICA/AMERICANO/Ray Fawkes/Jackpot! (Ray Fawkes, Marco Failla & Georges Duarte)/Jackpot! #06 (Ray Fawkes & Georges Duarte).cbr",Jackpot! #06 (Ray Fawkes & Georges Duarte).cbr,.cbr,28788127,27.5 MB,desconocido,,Jackpot! #06,,,solo_nombre,Ray Fawkes,Ray Fawkes ; Georges Duarte,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ray Helle/Papaito (Ray Helle).cbr,Papaito (Ray Helle).cbr,.cbr,27054396,25.8 MB,desconocido,,Papaito,,,solo_nombre,Ray Helle,Ray Helle,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Raya Golden/George R.R. Martin Puerto estelar (Raya Golden).cbr,George R.R. Martin Puerto estelar (Raya Golden).cbr,.cbr,266069140,253.7 MB,desconocido,,George R.R. Martin Puerto estelar,,,solo_nombre,Raya Golden,Raya Golden,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Raymond Briggs/Cuando el Viento Sopla (Raymond Briggs)/Cuando el Viento Sopla (Raymond Briggs).cbr,Cuando el Viento Sopla (Raymond Briggs).cbr,.cbr,148104576,141.2 MB,desconocido,,Cuando el Viento Sopla,,,solo_nombre,Raymond Briggs,Raymond Briggs,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Raymond Briggs/Ethel y Ernest Una historia verdadera (Raymond Briggs)/Ethel y Ernest Una historia verdadera (Raymond Briggs).cbr,Ethel y Ernest Una historia verdadera (Raymond Briggs).cbr,.cbr,72507456,69.1 MB,desconocido,,Ethel y Ernest Una historia verdadera,,,solo_nombre,Raymond Briggs,Raymond Briggs,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Raymond Briggs/Gentleman Jim (Raymond Briggs)/Gentleman Jim (Raymond Briggs).cbr,Gentleman Jim (Raymond Briggs).cbr,.cbr,23323176,22.2 MB,desconocido,,Gentleman Jim,,,solo_nombre,Raymond Briggs,Raymond Briggs,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Real Godbout/América o El desaparecido (Real Godbout)/América o El desaparecido (Real Godbout).cbr,América o El desaparecido (Real Godbout).cbr,.cbr,112332361,107.1 MB,desconocido,,América o El desaparecido,,,solo_nombre,Real Godbout,Real Godbout,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Rebecca Guay/Vuelo de Angeles (Varios & Rebecca Guay).cbr,Vuelo de Angeles (Varios & Rebecca Guay).cbr,.cbr,30101284,28.7 MB,desconocido,,Vuelo de Angeles,,,solo_nombre,Rebecca Guay,Varios ; Rebecca Guay,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Rebekah Cynthia Brem/Misericordia (Rebekah Cynthia Brem) [11]/Misericordia #01 (Rebekah Cynthia Brem).cbr,Misericordia #01 (Rebekah Cynthia Brem).cbr,.cbr,15755313,15.0 MB,desconocido,,Misericordia #01,,,solo_nombre,Rebekah Cynthia Brem,Rebekah Cynthia Brem,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Rebekah Cynthia Brem/Misericordia (Rebekah Cynthia Brem) [11]/Misericordia #02 (Rebekah Cynthia Brem).cbr,Misericordia #02 (Rebekah Cynthia Brem).cbr,.cbr,19746614,18.8 MB,desconocido,,Misericordia #02,,,solo_nombre,Rebekah Cynthia Brem,Rebekah Cynthia Brem,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Renee Nault/Margaret Atwood El cuento de la criada (Renee Nault)/Margaret Atwood El cuento de la criada (Renee Nault).cbr,Margaret Atwood El cuento de la criada (Renee Nault).cbr,.cbr,144585875,137.9 MB,desconocido,,Margaret Atwood El cuento de la criada,,,solo_nombre,Renee Nault,Renee Nault,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Rian Hughes/I am a number (Rian Hughes).cbr,I am a number (Rian Hughes).cbr,.cbr,96714869,92.2 MB,desconocido,,I am a number,,,solo_nombre,Rian Hughes,Rian Hughes,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Ricardo Delgado/Age of Reptiles (Ricardo Delgado)/1 Age of Reptiles Omnibus (Ricardo Delgado)/1 Age of Reptiles Omnibus (Ricardo Delgado).cbr,1 Age of Reptiles Omnibus (Ricardo Delgado).cbr,.cbr,218802971,208.7 MB,comic_americano,,1 Age of Reptiles Omnibus,,,solo_nombre,Ricardo Delgado,Ricardo Delgado,obra_completa
AMERICANO,/Volumes/AMERICA/AMERICANO/Ricardo Delgado/Age of Reptiles (Ricardo Delgado)/2 Age of Reptiles Ancient Egyptians (Ricardo Delgado)/Age of Reptiles Ancient Egyptians #01 (Ricardo Delgado).cbr,Age of Reptiles Ancient Egyptians #01 (Ricardo Delgado).cbr,.cbr,24578795,23.4 MB,desconocido,,Age of Reptiles Ancient Egyptians #01,,,solo_nombre,Ricardo Delgado,Ricardo Delgado,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ricardo Delgado/Age of Reptiles (Ricardo Delgado)/2 Age of Reptiles Ancient Egyptians (Ricardo Delgado)/Age of Reptiles Ancient Egyptians #02 (Ricardo Delgado).cbr,Age of Reptiles Ancient Egyptians #02 (Ricardo Delgado).cbr,.cbr,23871536,22.8 MB,desconocido,,Age of Reptiles Ancient Egyptians #02,,,solo_nombre,Ricardo Delgado,Ricardo Delgado,numero_suelto
AMERICANO,/Volumes/AMERICA/AMERICANO/Ricardo Delgado/Age of Reptiles (Ricardo Delgado)/2 Age of Reptiles Ancient Egyptians (Ricardo Delgado)/Age of Reptiles Ancient Egyptians #03 (Ricardo Delgado).cbr,Age of Reptiles Ancient Egyptians #03 (Ricardo Delgado).cbr,.cbr,20642714,19.7 MB,desconocido,,Age of Reptiles Ancient Egyptians #03,,,solo_nombre,Ricardo Delgado,Ricardo Delgado,numero_suelto
